query,expected_attack_type,method,backend,k,rank,doc_id,retrieved_attack_type,is_relevant,status,sentence_bert_model,faiss_enabled,description_naturelle,log_example,snort_rule_reference
Detect command injection with cmd parameter and whoami in HTTP request,command_injection,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,3,SNORT-P1-0094,command_injection,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a command injection attempt using payload ; ping -c 1 198.51.100.8 in a web-exposed parameter ; ping -c 1 198.51.100.8,"198.51.100.93 - - [25/May/2026:12:13:55 +0000] ""POST /tools/run HTTP/1.1"" 500 921 ""-"" ""curl/8.0"" body=""name=test; ping -c 1 198.51.100.8""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 Command injection payload 14""; flow:to_server,established; content:""; ping -c 1 198.51.100.8""; nocase; classtype:web-application-attack; sid:9100094; rev:1;)"
Alert when someone tries ../../../../etc/passwd directory traversal,directory_traversal,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,1,SNORT-P1-0101,directory_traversal,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection directory traversal: a directory traversal request referencing ../../../../etc/passwd. Mot clé observé: ../../../../etc/passwd.,"203.0.113.100 - - [25/May/2026:13:00:40 +0000] ""GET ../../../../etc/passwd HTTP/1.1"" 404 210 ""-"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Directory traversal attempt 1""; flow:to_server,established; content:""../""; nocase; pcre:""/(\.\.|%2f|win\.ini|passwd)/i""; classtype:web-application-attack; sid:9100101; rev:1;)"
Alert when someone tries ../../../../etc/passwd directory traversal,directory_traversal,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,2,SNORT-P1-0119,directory_traversal,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for a directory traversal request referencing /help?lang=../../../../etc/passwd; the critical observable is /help?lang=../../../../etc/passwd.,"203.0.113.118 - - [25/May/2026:13:18:40 +0000] ""GET /help?lang=../../../../etc/passwd HTTP/1.1"" 404 210 ""-"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Directory traversal attempt 19""; flow:to_server,established; content:""../""; nocase; pcre:""/(\.\.|%2f|win\.ini|passwd)/i""; classtype:web-application-attack; sid:9100119; rev:1;)"
Alert when someone tries ../../../../etc/passwd directory traversal,directory_traversal,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,3,SNORT-P1-0107,directory_traversal,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Incident detail: a directory traversal request referencing /cgi-bin/../../../../etc/shadow. Multiple traces suggest the token /cgi-bin/../../../../etc/shadow and repeated network activity in the logs.,"203.0.113.106 - - [25/May/2026:13:06:40 +0000] ""GET /cgi-bin/../../../../etc/shadow HTTP/1.1"" 404 210 ""-"" ""Mozilla/5.0""","alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""P1 Directory traversal attempt 7""; flow:to_server,established; content:""../""; nocase; pcre:""/(\.\.|%2f|win\.ini|passwd)/i""; classtype:web-application-attack; sid:9100107; rev:1;)"
Detect DNS tunneling using long encoded subdomains,dns_tunneling,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,1,SNORT-P1-0126,dns_tunneling,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect DNS tunneling behavior with long subdomain query db-archive-zip-05.segment2.data.exfil.example.com long subdomain,"2026-05-25T14:05:18Z zeek_dns uid=DNS005 id.orig_h=10.40.2.25 id.resp_h=8.8.4.4 proto=DNS query=""db-archive-zip-05.segment2.data.exfil.example.com"" qtype_name=TXT len=83 warning=""dns tunneling suspicion""","alert dns $HOME_NET any -> $EXTERNAL_NET 53 (msg:""P1 DNS tunneling long query 6""; content:""segment""; nocase; dsize:>70; classtype:trojan-activity; sid:9100126; rev:1;)"
Detect DNS tunneling using long encoded subdomains,dns_tunneling,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,2,SNORT-P1-0134,dns_tunneling,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect DNS tunneling behavior with long subdomain query dnswrap-session-13.segment2.data.exfil.example.com long subdomain,"2026-05-25T14:13:18Z zeek_dns uid=DNS013 id.orig_h=10.40.1.33 id.resp_h=8.8.4.4 proto=UDP query=""dnswrap-session-13.segment2.data.exfil.example.com"" qtype_name=TXT len=91 warning=""dns tunneling suspicion""","alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""P1 DNS tunneling long query 14""; content:""segment""; nocase; dsize:>70; classtype:trojan-activity; sid:9100134; rev:1;)"
Detect DNS tunneling using long encoded subdomains,dns_tunneling,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,3,SNORT-P1-0121,dns_tunneling,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection dns tunneling: DNS tunneling behavior with long subdomain query a9d3-sync-node-00.segment1.data.exfil.example.com. Mot clé observé: long subdomain.,1716812000.44 DNS a9d3-sync-node-00.segment1.data.exfil.example.com qtype=TXT src=10.40.0.20 dst=8.8.8.8 answers=0 note=long subdomain base64 burst,"alert dns $HOME_NET any -> $EXTERNAL_NET 53 (msg:""P1 DNS tunneling long query 1""; content:""segment""; nocase; dsize:>70; classtype:trojan-activity; sid:9100121; rev:1;)"
Detect ICMP ping sweep against internal network,icmp_sweep,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,1,SNORT-P1-0094,command_injection,False,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect a command injection attempt using payload ; ping -c 1 198.51.100.8 in a web-exposed parameter ; ping -c 1 198.51.100.8,"198.51.100.93 - - [25/May/2026:12:13:55 +0000] ""POST /tools/run HTTP/1.1"" 500 921 ""-"" ""curl/8.0"" body=""name=test; ping -c 1 198.51.100.8""","alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""P1 Command injection payload 14""; flow:to_server,established; content:""; ping -c 1 198.51.100.8""; nocase; classtype:web-application-attack; sid:9100094; rev:1;)"
Detect ICMP ping sweep against internal network,icmp_sweep,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,2,SNORT-P1-0154,icmp_sweep,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect an ICMP sweep targeting 10.3.6.11-10.3.6.26 with multiple hosts contacted rapidly multiple hosts,1716818013.77 ICMP_SCAN src=198.51.100.153 dst_range=10.3.6.11-10.3.6.26 proto=ICMP icmp_type=8 multiple hosts=7 status=sweep,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 ICMP sweep repeated echo requests 14""; dsize:>40; detection_filter:track by_src,count 7,seconds 5; classtype:attempted-recon; sid:9100154; rev:1;)"
Detect ICMP ping sweep against internal network,icmp_sweep,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,3,SNORT-P1-0146,icmp_sweep,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect an ICMP sweep targeting 192.168.1.1-192.168.1.20 with multiple hosts contacted rapidly multiple hosts,1716818005.77 ICMP_SCAN src=198.51.100.145 dst_range=192.168.1.1-192.168.1.20 proto=ICMP icmp_type=8 multiple hosts=7 status=sweep,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 ICMP sweep repeated echo requests 6""; dsize:>40; detection_filter:track by_src,count 7,seconds 5; classtype:attempted-recon; sid:9100146; rev:1;)"
Detect malware command and control beacon to /gate.php,malware_c2,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,1,SNORT-P1-0162,malware_c2,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Je veux repérer periodic malware C2 beaconing to /gate.php over port 80 avec l'indice periodic beacon.,"10.50.0.11 - - [25/May/2026:16:01:31 +0000] ""POST /gate.php HTTP/1.1"" 200 64 ""-"" ""svc-update/1.0"" comment=""c2 heartbeat""","alert tcp $HOME_NET any -> $EXTERNAL_NET 80 (msg:""P1 Malware C2 beacon 2""; flow:to_server,established; content:""/gate.php""; nocase; detection_filter:track by_src,count 4,seconds 300; classtype:trojan-activity; sid:9100162; rev:1;)"
Detect malware command and control beacon to /gate.php,malware_c2,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,2,SNORT-P1-0174,malware_c2,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect periodic malware C2 callback over DNS using query cmd.13.beacon.example.net periodic beacon,"2026-05-25T16:13:31Z zeek_dns uid=C2013 id.orig_h=10.50.0.23 id.resp_h=203.0.113.200 query=""cmd.13.beacon.example.net"" qtype_name=A note=periodic C2 callback every 120s","alert dns $HOME_NET any -> $EXTERNAL_NET 53 (msg:""P1 Malware C2 DNS beacon 14""; content:""cmd.""; nocase; dsize:>45; classtype:trojan-activity; sid:9100174; rev:1;)"
Detect malware command and control beacon to /gate.php,malware_c2,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,3,SNORT-P1-0161,malware_c2,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Détection malware c2: periodic malware C2 beaconing to /beacon over port 443. Mot clé observé: periodic beacon.,"2026-05-25T16:00:31Z proxy src=10.50.0.10 dst=203.0.113.200 proto=HTTPS uri=""/beacon"" interval=120s ua=""svc-update"" note=periodic beacon","alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""P1 Malware C2 beacon 1""; flow:to_server,established; content:""/beacon""; nocase; detection_filter:track by_src,count 4,seconds 300; classtype:trojan-activity; sid:9100161; rev:1;)"
"Normal HTTP health check from the monitoring server, no attack",benign_traffic,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,1,SNORT-P1-0182,benign_traffic,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Je veux repérer ci/cd health check calling /readyz every 30 seconds from the build agent avec l'indice normal activity.,2026-05-25T17:01:11Z access src=10.60.0.11 dst=10.70.0.21 proto=HTTPS dpt=443 note=CI/CD health check calling /readyz every 30 seconds from the build agent status=200 category=benign,NO_RULE_RECOMMENDED
"Normal HTTP health check from the monitoring server, no attack",benign_traffic,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,2,SNORT-P1-0199,benign_traffic,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for single icmp echo request from the noc dashboard after packet loss alert; the critical observable is normal activity.,2026-05-25T17:18:11Z icmp health src=10.60.0.28 dst=10.70.0.1 type=echo-request count=1 note=Single ICMP echo request from the NOC dashboard after packet loss alert benign monitoring,NO_RULE_RECOMMENDED
"Normal HTTP health check from the monitoring server, no attack",benign_traffic,hybrid_alpha_0.50,hybrid_tfidf_bm25,3,3,SNORT-P1-0185,benign_traffic,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,SOC note: investigate network monitoring sending one icmp echo request every 60 seconds to the router; correlate repeated events and keyword normal activity.,2026-05-25T17:04:11Z icmp health src=10.60.0.14 dst=10.70.0.1 type=echo-request count=1 note=Network monitoring sending one ICMP echo request every 60 seconds to the router benign monitoring,NO_RULE_RECOMMENDED
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,1,SNORT-P1-0006,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Detect a SYN port scan from one external host against ports 8080,8443,9000,9443 on an internal server SYN scan","1716800005.12 C005 198.51.100.15 40055 10.0.1.25 80 tcp S0 scan_ports=ports 8080,8443,9000,9443 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 6""; flags:S; detection_filter:track by_src,count 11,seconds 8; classtype:attempted-recon; sid:9100006; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,2,SNORT-P1-0014,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Detect a SYN port scan from one external host against ports 1521,2483,3306,5432 on an internal server SYN scan","1716800013.12 C013 198.51.100.23 40143 10.0.1.33 80 tcp S0 scan_ports=ports 1521,2483,3306,5432 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 14""; flags:S; detection_filter:track by_src,count 11,seconds 7; classtype:attempted-recon; sid:9100014; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,3,SNORT-P1-0002,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Je veux repérer a SYN port scan from one external host against ports 22,25,110,143 on an internal server avec l'indice SYN scan.","1716800001.12 C001 198.51.100.11 40011 10.0.1.21 80 tcp S0 scan_ports=ports 22,25,110,143 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 2""; flags:S; detection_filter:track by_src,count 11,seconds 7; classtype:attempted-recon; sid:9100002; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,4,SNORT-P1-0018,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Je veux repérer a SYN port scan from one external host against ports 25,465,587,993 on an internal server avec l'indice SYN scan.","1716800017.12 C017 198.51.100.27 40187 10.0.1.37 80 tcp S0 scan_ports=ports 25,465,587,993 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 18""; flags:S; detection_filter:track by_src,count 11,seconds 8; classtype:attempted-recon; sid:9100018; rev:1;)"
Detect a TCP SYN port scan against our web server with many ports touched in one minute,port_scan,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,5,SNORT-P1-0010,port_scan,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,"Je veux repérer a SYN port scan from one external host against ports 88,389,636,3268 on an internal server avec l'indice SYN scan.","1716800009.12 C009 198.51.100.19 40099 10.0.1.29 80 tcp S0 scan_ports=ports 88,389,636,3268 msg=sequential SYN scan","alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""P1 Port scan repeated SYN 10""; flags:S; detection_filter:track by_src,count 11,seconds 6; classtype:attempted-recon; sid:9100010; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,1,SNORT-P1-0023,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for repeated SSH login failures against account backup on port 22; the critical observable is failed password.,May 25 09:02:14 bastion sshd[2102]: Failed password for backup from 203.0.113.22 port 45002 ssh2 repeated=9,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 3""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 8,seconds 60; classtype:attempted-admin; sid:9100023; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,2,SNORT-P1-0026,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Detect repeated SSH login failures against account ubuntu on port 22 failed password,2026-05-25T09:05:14Z IDS ssh_auth_failure src=203.0.113.25 dst=10.10.0.35 proto=TCP dpt=22 user=ubuntu attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 6""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100026; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,3,SNORT-P1-0039,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for repeated SSH login failures against account audit on port 22; the critical observable is failed password.,May 25 09:18:14 bastion sshd[2118]: Failed password for audit from 203.0.113.38 port 45018 ssh2 repeated=9,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 19""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 8,seconds 60; classtype:attempted-admin; sid:9100039; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,4,SNORT-P1-0031,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Need a detection entry for repeated SSH login failures against account devops on port 22; the critical observable is failed password.,May 25 09:10:14 bastion sshd[2110]: Failed password for devops from 203.0.113.30 port 45010 ssh2 repeated=9,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 11""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 8,seconds 60; classtype:attempted-admin; sid:9100031; rev:1;)"
Generate a Snort rule for repeated SSH brute force attempts on port 22,ssh_bruteforce,hybrid_alpha_0.50,hybrid_tfidf_bm25,5,5,SNORT-P1-0022,ssh_bruteforce,True,ready,sentence-transformers/all-MiniLM-L6-v2,False,Je veux repérer repeated SSH login failures against account root on port 22 avec l'indice failed password.,2026-05-25T09:01:14Z IDS ssh_auth_failure src=203.0.113.21 dst=10.10.0.31 proto=TCP dpt=22 user=root attempts=8 event=authentication failure,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""P1 SSH brute force repeated login failures 2""; flow:to_server,established; content:""SSH-""; detection_filter:track by_src,count 7,seconds 60; classtype:attempted-admin; sid:9100022; rev:1;)"
